gene_name,family_id,description,is_clock_network_gene,family_size
NCU17268,8762,Uncharacterized protein,False,1
NCU05776,8763,Amino acid permease,False,1
NCU17105,8764,DUF6604 domain-containing protein,False,1
NCU03848,8765,Uncharacterized protein,False,1
NCU15836,8766,Uncharacterized protein,False,1
NCU17275,8767,Uncharacterized protein,False,1
NCU09296,8768,Uncharacterized protein,False,1
NCU17277,8769,Uncharacterized protein,False,1
NCU12057,8770,Uncharacterized protein,False,1
NCU17113,8771,Uncharacterized protein,False,1
NCU17115,8772,Uncharacterized protein,False,1
NCU17285,8773,Uncharacterized protein,False,1
NCU17055,8774,Uncharacterized protein,False,1
NCU09042,8775,Exo-beta-D-glucosaminidase,True,1
NCU17116,8776,Uncharacterized protein,False,1
NCU07122,8777,Uncharacterized protein,False,1
NCU09861,8778,Ser/Thr protein phosphatase,False,1
NCU12068,8779,Uncharacterized protein,False,1
NCU17123,8780,Uncharacterized protein,False,1
NCU07073,8781,Prion-inhibition and propagation HeLo domain-containing protein,False,1
NCU05994,8782,Transcription factor TamA,False,1
NCU17062,8783,Heterokaryon incompatibility domain-containing protein,False,1
NCU05990,8784,Cell surface receptor/MFS transporter,False,1
NCU12078,8785,Uncharacterized protein,False,1
NCU05988,8786,Uncharacterized protein,False,1
NCU06944,8787,C2H2-type domain-containing protein,True,1
NCU17181,8788,Uncharacterized protein,False,1
NCU04771,8789,Fructosyl-amino acid oxidase,True,1
NCU12131,8790,Uncharacterized protein,False,1
NCU05131,8791,Uncharacterized protein,False,1
mig-10,8792,Short chain dehydrogenase/reductase,False,1
NCU12137,8793,Uncharacterized protein,False,1
NCU17185,8794,Uncharacterized protein,False,1
NCU17143,8795,Uncharacterized protein,False,1
NCU04808,8796,Uncharacterized protein,True,1
tnr-1,8797,Tetrahydroxynaphthalene reductase,False,1
NCU05014,8798,Thiamin pyrophosphokinase,False,1
NCU04823,8799,NADP-dependent alcohol dehydrogenase C,False,1
NCU04843,8800,Uncharacterized protein,False,1
NCU12150,8801,YwbE protein,False,1
NCU12156,8802,Na(+)/H(+) antiporter 1,False,1
tob55,8803,Mitochondrial outer membrane beta-barrel protein Tob55,False,1
NCU06163,8804,Uncharacterized protein,False,1
NCU08875,8805,Cullin binding protein CanA,False,1
NCU12097,8806,Uncharacterized protein,False,1
NCU08867,8807,Uncharacterized protein,False,1
NCU16912,8808,C2H2-type domain-containing protein,False,1
NCU17215,8809,Uncharacterized protein,False,1
NCU17100,8810,Uncharacterized protein,False,1
NCU06073,8811,Autophagy-related protein 28,False,1
NCU07782,8812,Thioesterase/thiol ester dehydrase-isomerase,True,1
NCU05500,8813,FAD dependent oxidoreductase domain-containing protein,True,1
NCU17104,8814,JmjC domain-containing protein (Fragment),False,1
NCU07772,8815,Uncharacterized protein,False,1
NCU06030,8816,Regulatory protein ral2,False,1
NCU16925,8817,Uncharacterized protein,False,1
NCU16928,8818,Uncharacterized protein,False,1
NCU02432,8819,DnaJ domain-containing protein,False,1
NCU10184,8820,Uncharacterized protein,False,1
NCU11263,8821,RING-15 protein,False,1
NCU02425,8822,PH domain-containing protein,True,1
NCU12119,8823,Uncharacterized protein,False,1
NCU09693,8824,Uncharacterized protein,False,1
NCU02412,8825,Uncharacterized protein,False,1
NCU09670,8826,Amidohydrolase,True,1
NCU03946,8827,Polyadenylate-binding protein 2,False,1
NCU02404,8828,RNP domain-containing protein,False,1
NCU02388,8829,WD40 repeat-like protein,True,1
NCU12114,8830,DDHD domain-containing protein,False,1
NCU02361,8831,Formamidase,False,1
NCU04617,8832,CCHC-type domain-containing protein,False,1
NCU04606,8833,Pre-mRNA splicing factor,False,1
NCU10156,8834,Heterokaryon incompatibility domain-containing protein,False,1
NCU16960,8835,Uncharacterized protein,False,1
NCU17250,8836,Uncharacterized protein,False,1
NCU03639,8837,Lipase,False,1
NCU17127,8838,Uncharacterized protein,False,1
NCU10225,8839,Letm1 RBD domain-containing protein,False,1
NCU05941,8840,PAP2 domain-containing protein,False,1
NCU03684,8841,Uncharacterized protein,False,1
NCU10883,8842,Uncharacterized protein,False,1
NCU02255,8843,N-acetylglucosaminyl transferase component Gpi1,False,1
NCU17138,8844,HAD-like protein,False,1
tah-3,8845,Oxidase assembly protein 2,False,1
NCU12144,8846,DUF7587 domain-containing protein,False,1
NCU17252,8847,Uncharacterized protein,False,1
ham-2,8848,Hyphal anastamosis protein 2,False,1
NCU17150,8849,Uncharacterized protein,False,1
NCU08185,8850,Uncharacterized protein,True,1
NCU17271,8851,Uncharacterized protein,False,1
NCU08847,8852,BTB domain-containing protein,True,1
NCU03782,8853,DNA-directed RNA polymerase II subunit RPB11,True,1
NCU16917,8854,Uncharacterized protein,False,1
NCU16918,8855,Uncharacterized protein,False,1
NCU03821,8856,RING-type domain-containing protein,True,1
NCU16924,8857,Uncharacterized protein,False,1
NCU16927,8858,EF-hand domain-containing protein,False,1
NCU01000,8859,X-Pro dipeptidyl-peptidase,False,1
NCU11046,8860,Heme haloperoxidase family profile domain-containing protein,False,1
NCU17278,8861,TOL,False,1
NCU10449,8862,Uncharacterized protein,False,1
NCU05845,8863,Uncharacterized protein,False,1
NCU12058,8864,Oxidoreductase,False,1
NCU16941,8865,Uncharacterized protein,False,1
NCU17283,8866,Uncharacterized protein,False,1
NCU16948,8867,Uncharacterized protein,False,1
NCU07142,8868,Uncharacterized protein,False,1
NCU09458,8869,MFS transporter,False,1
NCU12065,8870,Uncharacterized protein,False,1
NCU04650,8871,Ubiquitin-like domain-containing protein,True,1
sub-1,8872,Submerged protoperithecia-1,False,1
NCU07114,8873,DUF4470 domain-containing protein,False,1
NCU07079,8874,Uncharacterized protein,True,1
NCU10091,8875,Heterokaryon incompatibility domain-containing protein,False,1
NCU09968,8876,Uncharacterized protein,False,1
NCU12076,8877,Uncharacterized protein,False,1
NCU10518,8878,General stress response protein Whi2,False,1
NCU01273,8879,Beta-taxilin,False,1
NCU17180,8880,Uncharacterized protein,False,1
NCU17074,8881,Uncharacterized protein,False,1
NCU12035,8882,N-acetyltransferase domain-containing protein,False,1
NCU01278,8883,ZW10 C-terminal helical domain-containing protein,False,1
NCU12084,8884,Uncharacterized protein,False,1
NCU10476,8885,F-box domain-containing protein,False,1
NCU12033,8886,Class III chitinase,False,1
NCU12028,8887,Uncharacterized protein,False,1
gst-3,8888,Glutathione S-transferase,False,1
NCU03673,8889,Uncharacterized protein,True,1
NCU04821,8890,Uncharacterized protein,False,1
NCU09712,8891,Uncharacterized protein,False,1
NCU12091,8892,Uncharacterized protein,False,1
NCU16998,8893,Uncharacterized protein,False,1
NCU17086,8894,Cyanovirin-N domain-containing protein,False,1
NCU06164,8895,Uncharacterized protein,False,1
NCU06150,8896,J domain-containing protein,True,1
NCU05586,8897,Malate/L-lactate dehydrogenase,True,1
NCU05565,8898,Uncharacterized protein,False,1
NCU10715,8899,Oxysterol binding protein,False,1
NCU12099,8900,Uncharacterized protein,False,1
NCU05508,8901,Vegetative cell wall protein gp1,False,1
NCU05490,8902,Uncharacterized protein,True,1
NCU17227,8903,AB hydrolase-1 domain-containing protein,False,1
NCU17004,8904,Uncharacterized protein,False,1
NCU06667,8905,Uncharacterized protein,False,1
NCU09869,8906,Exocyst complex component Sec3,False,1
NCU12121,8907,Uncharacterized protein,False,1
NCU01057,8908,Taurine catabolism dioxygenase TauD,False,1
NCU17230,8909,Uncharacterized protein,False,1
pod-2,8910,Polarity defective-2,False,1
NCU01465,8911,Protein transport protein sec73,True,1
rib-3,8912,GTP cyclohydrolase II,False,1
NCU17018,8913,Uncharacterized protein,False,1
mfa-1,8914,Pheromone mfa-1,False,1
NCU12111,8915,Sedlin,False,1
NCU09860,8916,Telomere silencing protein Zds1,False,1
NCU04095,8917,SH3 domain-containing protein,False,1
NCU17249,8918,Uncharacterized protein,False,1
NCU12126,8919,Zn(2)-C6 fungal-type domain-containing protein,False,1
NCU17251,8920,Uncharacterized protein,False,1
NCU04224,8921,Uncharacterized protein,True,1
NCU04246,8922,Aminodeoxychorismate lyase,True,1
NCU12130,8923,F-box domain-containing protein,False,1
NCU17258,8924,Hemerythrin-like domain-containing protein,False,1
NCU17135,8925,Uncharacterized protein,False,1
NCU17136,8926,Uncharacterized protein,False,1
NCU04290,8927,Uncharacterized protein,False,1
NCU05094,8928,Short chain dehydrogenase/reductase,True,1
NCU17274,8929,Uncharacterized protein,False,1
NCU10417,8930,BRCT domain-containing protein,False,1
NCU17038,8931,Uncharacterized protein,False,1
NCU12152,8932,NmrA-like domain-containing protein,False,1
NCU10547,8933,Replication protein A OB domain-containing protein,False,1
NCU07240,8934,Aflatoxin B1 aldehyde reductase member 2,True,1
NCU08868,8935,Fungal lipase-type domain-containing protein,False,1
NCU07187,8936,DUF7357 domain-containing protein,False,1
NCU08859,8937,Glc8 protein,True,1
NCU07175,8938,APC amino acid permease,True,1
NCU05800,8939,Zinc knuckle domain-containing protein,False,1
NCU17051,8940,Uncharacterized protein,False,1
NCU16915,8941,Uncharacterized protein,False,1
NCU17014,8942,Uncharacterized protein,False,1
NCU10572,8943,Short chain oxidoreductase,False,1
NCU17282,8944,Uncharacterized protein,False,1
NCU09824,8945,Uncharacterized protein,False,1
NCU16723,8946,Uncharacterized protein,False,1
NCU05883,8947,Xenobiotic compound monooxygenase,False,1
NCU17058,8948,FF domain-containing protein,False,1
NCU16930,8949,Uncharacterized protein,False,1
NCU08889,8950,Uncharacterized protein,False,1
NCU16740,8951,Uncharacterized protein,False,1
NCU16939,8952,Uncharacterized protein,False,1
cut-1,8953,HAD-superfamily hydrolase,False,1
NCU17061,8954,DnaJ domain-containing protein,False,1
NCU01453,8955,Rab18/RabC-family small GTPase,False,1
NCU12075,8956,Aromatic prenyltransferase,False,1
NCU09669,8957,FAD-binding domain-containing protein,False,1
NCU17067,8958,Uncharacterized protein,False,1
NCU04950,8959,Uncharacterized protein,True,1
NCU04670,8960,PNPLA domain-containing protein,False,1
NCU17069,8961,Uncharacterized protein,False,1
NCU17073,8962,Uncharacterized protein,False,1
NCU07949,8963,Uncharacterized protein,False,1
NCU04640,8964,Eukaryotic translation initiation factor 2 beta subunit,False,1
NCU04132,8965,N-acetyltransferase domain-containing protein,False,1
NCU07937,8966,Sphingoid long chain base kinase 4,True,1
tom7,8967,TOM7,False,1
NCU17077,8968,Heterokaryon incompatibility domain-containing protein,False,1
NCU03636,8969,STE24 endopeptidase,True,1
NCU17030,8970,Heterogeneous nuclear ribonucleoprotein HRP1,False,1
NCU17083,8971,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,False,1
NCU17088,8972,Aspartyl aminopeptidase,False,1
NCU17031,8973,Uncharacterized protein,False,1
NCU17032,8974,Uncharacterized protein,False,1
NCU03685,8975,"Glucan 1, 4-alpha-glucosidase",False,1
NCU07716,8976,DUF202 domain-containing protein,False,1
NCU08944,8977,N-acetyltransferase complex ARD1 subunit,True,1
NCU16776,8978,Uncharacterized protein,False,1
NCU03698,8979,DUF6590 domain-containing protein,False,1
NCU08949,8980,DUF1761-domain-containing protein,True,1
NCU17037,8981,Uncharacterized protein,False,1
NCU07695,8982,Uncharacterized protein,True,1
NCU08966,8983,Uncharacterized protein,True,1
NCU12104,8984,Uncharacterized protein,False,1
NCU07692,8985,Zn(2)-C6 fungal-type domain-containing protein,False,1
NCU16967,8986,Uncharacterized protein,False,1
NCU17043,8987,Uncharacterized protein,False,1
NCU11369,8988,BAR domain-containing protein,False,1
NCU17048,8989,Rhodopsin domain-containing protein,False,1
NCU17049,8990,Uncharacterized protein,False,1
NCU16785,8991,LysM domain-containing protein,False,1
NCU17050,8992,Uncharacterized protein,False,1
NCU16786,8993,Uncharacterized protein,False,1
NCU09637,8994,Sterigmatocystin 8-O-methyltransferase,False,1
NCU09649,8995,Purple acid phosphatase,False,1
NCU17107,8996,Uncharacterized protein,False,1
NCU16722,8997,Siroheme synthase,False,1
NCU03897,8998,RNA binding effector protein Scp160,False,1
NCU16729,8999,2EXR domain-containing protein,False,1
NCU17157,9000,Uncharacterized protein,False,1
NCU10836,9001,Mei5 protein,False,1
NCU09440,9002,Uncharacterized protein,False,1
NCU08274,9003,Hydrophobin,False,1
NCU12052,9004,Uncharacterized protein,False,1
NCU17167,9005,Uncharacterized protein,False,1
NCU16746,9006,Uncharacterized protein,False,1
NCU01074,9007,BZIP domain-containing protein,False,1
NCU12107,9008,Uncharacterized protein,False,1
NCU12045,9009,Uncharacterized protein,False,1
NCU06363,9010,Uncharacterized protein,True,1
NCU06010,9011,Mutanase,False,1
NCU12125,9012,N-acetyltransferase domain-containing protein,False,1
NCU06922,9013,Endosomal cargo receptor,False,1
NCU01158,9014,Extracellular membrane protein CFEM domain-containing protein,False,1
NCU07932,9015,Uncharacterized protein,False,1
NCU16756,9016,DUF8021 domain-containing protein,False,1
NCU06536,9017,Serine-threonine rich protein,False,1
NCU05948,9018,Uncharacterized protein,True,1
NCU12036,9019,Uncharacterized protein,False,1
NCU06551,9020,FAR1 domain-containing protein,False,1
NCU01208,9021,DUF4048 domain-containing protein,False,1
NCU12132,9022,Uncharacterized protein,False,1
NCU04520,9023,Uncharacterized protein,False,1
NCU16767,9024,Sister chromatid cohesion protein dcc1,False,1
NCU05123,9025,Capsule protein,False,1
NCU16993,9026,Uncharacterized protein,False,1
NCU04486,9027,Uncharacterized protein,False,1
NCU17145,9028,Uncharacterized protein,False,1
NCU16775,9029,IBR domain-containing protein,False,1
NCU10500,9030,F-box domain-containing protein,False,1
NCU12151,9031,DUF423-domain-containing protein,False,1
NCU16818,9032,Uncharacterized protein,False,1
NCU01283,9033,Uncharacterized protein,False,1
NCU12026,9034,AMP-dependent synthetase/ligase domain-containing protein,False,1
NCU16819,9035,Uncharacterized protein,False,1
NCU16779,9036,Ribosome biogenesis protein Urb1,False,1
NCU17202,9037,Uncharacterized protein,False,1
NCU16911,9038,Uncharacterized protein,False,1
NCU04383,9039,F-box domain-containing protein,False,1
NCU17208,9040,Uncharacterized protein,False,1
NCU16997,9041,Uncharacterized protein,False,1
NCU16913,9042,C2H2-type domain-containing protein,False,1
NCU16820,9043,Uncharacterized protein,False,1
NCU17216,9044,Uncharacterized protein,False,1
NCU04340,9045,Acetyltransferase,False,1
NCU08319,9046,Developmental regulator flbA,True,1
NCU16825,9047,Uncharacterized protein,False,1
NCU08302,9048,"Alpha-1,3-mannosyltransferase",False,1
NCU16920,9049,Uncharacterized protein,False,1
NCU08018,9050,Fumarylacetoacetate hydrolase,True,1
NCU16999,9051,FAD-binding FR-type domain-containing protein,False,1
NCU16929,9052,Uncharacterized protein,False,1
NCU08674,9053,Pentatricopeptide repeat protein,False,1
NCU02453,9054,RPEL repeat protein,False,1
NCU07343,9055,Major facilitator family transporter,False,1
NCU10659,9056,Uncharacterized protein,False,1
NCU06361,9057,Reticulon-like protein,False,1
NCU16852,9058,Uncharacterized protein,False,1
pex24,9059,Peroxin-24 Pex24-Penicillium chrysogenum,False,1
NCU10237,9060,Glycerophosphoryl diester phosphodiesterase,False,1
NCU07299,9061,Splicing factor 3a subunit 2,False,1
NCU06320,9062,Uncharacterized protein,False,1
NCU16859,9063,Uncharacterized protein,False,1
NCU16959,9064,Uncharacterized protein,False,1
NCU16803,9065,Uncharacterized protein,False,1
NCU02351,9066,Chitin synthase regulator 3,True,1
NCU16961,9067,Uncharacterized protein,False,1
NCU16807,9068,Uncharacterized protein,False,1
NCU17239,9069,Anucleate primary sterigmata protein B,False,1
NCU06716,9070,Short chain dehydrogenase/reductase,False,1
NCU16813,9071,Uncharacterized protein,False,1
NCU17247,9072,CCHC-type domain-containing protein,False,1
NCU16817,9073,Uncharacterized protein,False,1
NCU07023,9074,LAlv9 family protein,False,1
NCU04415,9075,Stress response protein ish1,True,1
NCU02267,9076,Mitochondrial protein Fmp25,False,1
NCU07042,9077,Alcohol dehydrogenase,True,1
NCU04369,9078,Uncharacterized protein,False,1
NCU17019,9079,Uncharacterized protein,False,1
NCU04347,9080,Pyruvate formate lyase activating enzyme,True,1
NCU04116,9081,DUF618 domain-containing protein,False,1
NCU16823,9082,Uncharacterized protein,False,1
NCU04164,9083,RRM domain-containing protein,False,1
NCU16827,9084,Uncharacterized protein,False,1
NCU16830,9085,Uncharacterized protein (Fragment),False,1
NCU04182,9086,Splicing factor 3b subunit 4,False,1
NCU17272,9087,BTB domain-containing protein,False,1
NCU16834,9088,Uncharacterized protein,False,1
NCU04236,9089,Uncharacterized protein,False,1
dap-1,9090,Dim2-associated protein 1,False,1
NCU07323,9091,Uncharacterized protein,False,1
NCU16971,9092,Swi5-domain-containing protein,False,1
NCU05286,9093,Uncharacterized protein,True,1
NCU04272,9094,ZZ type zinc finger domain-containing protein,False,1
NCU16851,9095,Heterokaryon incompatibility domain-containing protein,False,1
NCU04284,9096,Uncharacterized protein,False,1
NCU16892,9097,Uncharacterized protein,False,1
NCU16895,9098,Ketoreductase domain-containing protein,False,1
NCU08948,9099,NIF domain-containing protein,True,1
NCU16897,9100,Protein kinase domain-containing protein,False,1
